Year	Month	Day	Lat(y)	Long(x)	Magnitude
2008	10	26	-27.029	26.816	2.7
2008	10	26	-26.441	27.605	2.5
2008	10	26	-24.414	24.683	1.9
2008	10	26	-26.219	28.199	2.8
2008	10	26	-27.051	26.646	1.2
2008	10	26	-26.235	27.727	1.5
2008	10	26	-25.621	27.349	1.8
2008	10	26	-26.23	28.156	1.2
2008	10	27	-26.431	27.609	2.1
2008	10	27	-26.432	27.577	1.5
2008	10	27	-26.439	27.235	1.7
2008	10	27	-24.704	27.308	1.9
2008	10	27	-25.909	29.512	2.4
2008	10	27	-26.347	28.9	2.1
2008	10	27	-26.134	29.586	1.9
2008	10	27	-25.742	27.552	2.1
2008	10	27	-26.408	27.316	1.7
2008	10	27	-26.481	27.333	1.5
2008	10	27	-26.373	28.47	1.9
2008	10	27	-26.464	27.434	1.7
2008	10	27	-26.118	29.736	2.7
2008	10	27	-28.227	26.906	1.1
2008	10	27	-26.207	27.931	1.7
2008	10	28	-26.36	27.697	1.8
2008	10	28	-25.905	29.469	1.9
2008	10	28	-26.346	27.315	1.2
2008	10	28	-25.818	29.131	2.3
2008	10	28	-26.711	27.915	2
2008	10	28	-26.725	29.094	1.8
2008	10	28	-26.414	29.146	2.6
2008	10	28	-26.249	28.028	1.8
2008	10	28	-25.546	27.107	2.4
2008	10	28	-26.374	27.434	1.4
2008	10	28	-26.419	27.623	1.8
2008	10	29	-25.636	27.277	2.4
2008	10	29	-26.413	27.228	1.6
2008	10	29	-26.384	27.495	1.8
2008	10	29	-26.155	29.183	2.3
2008	10	29	-25.961	29.588	2.6
2008	10	29	-26.327	29.361	2.8
2008	10	29	-24.655	27.44	1.6
2008	10	29	-24.621	27.307	2.3
2008	10	29	-26.152	29.389	2.7
2008	10	29	-26.655	27.94	2.3
2008	10	29	-25.955	29.091	2.2
2008	10	29	-26.405	27.445	1.5
2008	10	30	-28.573	28.962	2.1
2008	10	30	-28.582	28.938	2.7
2008	10	30	-26.232	29.594	2.6
2008	10	30	-28.414	23.546	1.9
2008	10	30	-26.716	27.992	2
2008	10	30	-26.696	29.3	1.8
2008	10	30	-28.593	28.959	2.2
2008	10	30	-26.354	29.366	2
2008	10	30	-26.284	29.578	2.2
2008	10	30	-28.558	29.032	1.9
2008	10	30	-26.137	29.582	2.3
2008	10	30	-27.171	30.338	2.2
2008	10	30	-25.599	27.425	1.7
2008	10	30	-26.325	29.522	1.8
2008	10	30	-26.491	27.255	1.1
2008	10	30	-26.73	29.271	2.1
2008	10	31	-26.414	27.493	1.6
2008	10	31	-26.368	27.406	1.9
2008	10	31	-26.414	27.311	1.6
2008	10	31	-26.082	29.371	2
2008	10	31	-25.935	29.052	2.1
2008	10	31	-24.452	24.586	2.4
2008	10	31	-25.974	29.241	2.5
2008	10	31	-26.703	27.924	1.9
2008	10	31	-27.019	26.781	1.7
2008	10	31	-26.401	27.417	1.5
2008	10	31	-26.408	27.419	1.7
2008	11	1	-26.386	29.268	2
2008	11	2	-26.906	26.845	2.8
2008	11	2	-26.373	27.609	1.8
2008	11	2	-26.389	27.637	1.1
2008	11	2	-26.405	27.578	2.5
2008	11	3	-26.384	27.414	1.7
2008	11	3	-27.843	26.647	1.3
2008	11	3	-26.867	29.411	1.8
2008	11	3	-26.159	29.424	2.7
2008	11	3	-25.862	29.435	2.1
2008	11	3	-26.748	27.967	2.6
2008	11	3	-26.408	27.465	1.7
2008	11	3	-26.4	27.539	1.8
2008	11	4	-26.585	29.032	2.6
2008	11	4	-26.224	28.823	2.1
2008	11	4	-26.095	29.139	2.2
2008	11	4	-26.41	27.343	1.4
2008	11	4	-26.688	27.92	2.5
2008	11	4	-26.824	28.026	1.7
2008	11	4	-26.695	29.36	2
2008	11	4	-26.151	29.147	2.2
2008	11	4	-28.371	23.574	1.8
2008	11	4	-26.407	29.315	2.2
2008	11	4	-26.212	28.144	2.1
2008	11	4	-26.341	27.523	1.6
2008	11	4	-26.243	28.248	1.3
2008	11	4	-26.406	27.43	1.5
2008	11	4	-26.433	27.397	1.7
2008	11	4	-26.245	28.213	1.2
2008	11	5	-28.07	26.678	1.5
2008	11	5	-27.867	26.669	0.8
2008	11	5	-26.513	29.129	2.1
2008	11	5	-26.406	27.441	2.1
2008	11	5	-26.182	29.342	2.2
2008	11	5	-26.354	29.045	2.2
2008	11	5	-25.558	24.571	2
2008	11	5	-25.846	29.722	2.5
2008	11	5	-25.95	29.32	3
2008	11	5	-26.069	29.325	2.5
2008	11	6	-26.906	26.835	1.7
2008	11	6	-26.861	26.734	2.2
2008	11	6	-28.08	26.786	3
2008	11	6	-26.289	28.966	2
2008	11	6	-26.148	29.437	2.1
2008	11	6	-26.178	29.499	2.6
2008	11	6	-26.217	29.556	2
2008	11	6	-26.348	29.085	1.7
2008	11	6	-26.152	29.216	2.6
2008	11	6	-25.651	27.24	1.6
2008	11	6	-25.679	27.26	1.7
2008	11	7	-26.421	27.694	1.5
2008	11	7	-27.023	26.845	3.1
2008	11	7	-27.813	26.69	2.3
2008	11	7	-26.464	27.384	1.4
2008	11	7	-27.905	26.592	2.9
2008	11	7	-25.863	29.499	2.5
2008	11	7	-26.037	29.648	1.9
2008	11	7	-25.779	29.657	2.2
2008	11	7	-26.188	30.06	2
2008	11	7	-26.377	27.417	1.7
2008	11	7	-26.4	27.53	1.9
2008	11	8	-26.44	27.484	1.8
2008	11	8	-26.259	28.217	2.2
2008	11	8	-26.961	26.577	1.2
2008	11	8	-25.668	27.889	1.4
2008	11	8	-26.18	29.362	1.9
2008	11	8	-26.123	29.484	2.7
2008	11	8	-26.074	29.298	2.9
2008	11	8	-26.963	26.633	1.8
2008	11	9	-29.587	27.695	1.8
2008	11	9	-28.054	26.74	2.1
2008	11	9	-26.161	29.573	2.8
2008	11	9	-26.405	27.472	1.4
2008	11	9	-26.044	29.337	2
2008	11	9	-26.497	27.402	2
2008	11	9	-26.956	26.707	1.5
2008	11	9	-24.592	27.377	1.8
2008	11	10	-29.814	28.227	1.7
2008	11	10	-26.3	29.294	2
2008	11	10	-26.585	29.425	2.2
2008	11	10	-26.357	29.279	2.2
2008	11	10	-26.378	29.249	2.3
2008	11	10	-26.544	29.384	2.1
2008	11	10	-26.243	29.223	2
2008	11	10	-26.508	27.279	1.4
2008	11	10	-25.787	29.119	2.3
2008	11	10	-26.483	27.489	1.4
2008	11	10	-26.415	27.403	1.5
2008	11	10	-26.415	27.521	3
2008	11	11	-26.399	27.602	1.8
2008	11	11	-26.421	27.709	1.9
2008	11	11	-26.411	29.19	1.9
2008	11	11	-26.487	27.698	1.4
2008	11	11	-26.406	27.454	2.1
2008	11	11	-25.905	29.727	2
2008	11	11	-25.97	29.88	2.6
2008	11	11	-26.123	29.28	2.4
2008	11	11	-26.502	27.316	1.4
2008	11	11	-26.413	27.525	1.5
2008	11	11	-26.397	27.504	1.9
2008	11	12	-26.08	29.575	2.7
2008	11	12	-26.204	28.088	1.9
2008	11	12	-26.491	27.32	1.4
2008	11	12	-26.39	27.468	1.7
2008	11	12	-26.226	28.19	2.6
2008	11	12	-26.443	27.312	1.5
2008	11	13	-26.23	28.176	2.9
2008	11	13	-26.202	28.201	1.6
2008	11	13	-26.411	27.468	1.3
2008	11	13	-26.204	28.21	1.7
2008	11	13	-26.174	28.168	2.1
2008	11	13	-26.408	27.458	1.7
2008	11	13	-26.094	29.592	2.3
2008	11	13	-26.207	29.476	2.8
2008	11	13	-26.038	29.032	2
2008	11	13	-27.03	26.701	2.5
2008	11	13	-26.175	29.603	2.9
2008	11	13	-28.057	26.863	1.4
2008	11	14	-25.83	29.408	2.9
2008	11	14	-26.206	28.235	2.7
2008	11	14	-25.937	29.667	2.7
2008	11	14	-28.303	26.758	1.7
2008	11	14	-26.183	29.232	2.5
2008	11	14	-25.896	29.449	2.3
2008	11	14	-25.897	29.599	2.3
2008	11	14	-26.438	27.58	2.1
2008	11	15	-26.365	27.678	1.7
2008	11	15	-26.18	29.038	1.9
2008	11	15	-25.815	29.726	2.6
2008	11	15	-26.475	27.311	1.6
2008	11	15	-26.21	29.529	3.1
2008	11	15	-25.945	29.662	2.7
2008	11	15	-26.196	28.028	1.8
2008	11	15	-26.408	27.659	2.1
2008	11	15	-26.414	27.495	1.4
2008	11	15	-26.368	27.488	2.4
2008	11	15	-28.243	26.787	1.1
2008	11	15	-26.41	27.52	1.4
2008	11	16	-26.472	27.457	1.4
2008	11	16	-26.252	29.261	1.7
2008	11	16	-27.891	26.679	2.2
2008	11	16	-26.305	28.269	2.5
2008	11	16	-26.461	27.581	1.7
2008	11	17	-25.792	29.881	2.1
2008	11	17	-26.447	29.565	2.3
2008	11	17	-28	26.801	2.1
2008	11	18	-26.413	27.431	1.8
2008	11	18	-25.957	29.669	2.7
2008	11	18	-26.065	29.24	2.9
2008	11	18	-26.709	27.946	2.4
2008	11	18	-26.188	28.992	2.5
2008	11	18	-26.329	27.508	1.4
2008	11	18	-27.693	26.611	1.6
2008	11	19	-26.405	27.378	1.6
2008	11	19	-26.189	28.129	2.4
2008	11	19	-26.184	29.503	2.5
2008	11	19	-26.412	27.428	2.2
2008	11	19	-28.12	26.85	2.8
2008	11	20	-26.418	27.353	0.9
2008	11	20	-27.976	29.967	2.1
2008	11	20	-25.984	29.471	2.2
2008	11	20	-26.265	28.973	2.3
2008	11	20	-26.243	29.182	2.6
2008	11	20	-26.469	27.589	2
2008	11	20	-29.485	24.528	2.6
2008	11	21	-26.427	27.609	1.9
2008	11	21	-26.404	27.6	1.8
2008	11	21	-26.204	29.064	2.6
2008	11	21	-26.118	29.3	2.6
2008	11	21	-25.919	29.268	2.4
2008	11	21	-26.001	29.633	2.6
2008	11	21	-26.43	27.425	2.5
2008	11	22	-26.314	27.717	1.9
2008	11	22	-25.883	29.526	2.7
2008	11	22	-25.839	29.714	2.8
2008	11	22	-25.748	29.601	2.8
2008	11	22	-26.429	27.406	1.8
2008	11	22	-26.187	28.836	2.6
2008	11	22	-26.37	27.441	2.5
2008	11	22	-26.946	26.794	3
2008	11	23	-26.966	26.807	4.4
2008	11	23	-27	26.727	2.8
2008	11	23	-27.019	26.877	2.1
2008	11	23	-26.957	26.737	1.6
2008	11	23	-27.002	26.714	2
2008	11	23	-25.72	29.402	2.7
2008	11	23	-26.006	29.379	1.9
2008	11	23	-25.959	29.806	2.5
2008	11	23	-26.442	27.591	1.3
2008	11	24	-26.945	26.771	2.2
2008	11	24	-26.412	27.519	2
2008	11	24	-25.905	29.41	2
2008	11	24	-26.205	28.832	2.3
2008	11	24	-25.972	29.578	2.1
2008	11	24	-26.451	27.34	1.9
2008	11	24	-26.4	27.45	1.5
2008	11	24	-26.454	27.39	2
2008	11	25	-26.081	29.365	2.5
2008	11	25	-25.861	29.487	2.3
2008	11	25	-26.318	29.078	2.2
2008	11	25	-25.984	29.263	2.8
2008	11	26	-28.216	26.746	2.1
2008	11	26	-25.996	29.224	2.3
2008	11	26	-29.338	28.37	1.5
2008	11	26	-25.888	28.987	2.2
2008	11	26	-26.432	27.389	2.5
2008	11	26	-25.685	27.358	2.4
2008	11	27	-26.995	26.679	1.2
2008	11	27	-26.208	29.513	2.6
2008	11	27	-25.628	29.44	2.1
2008	11	27	-25.714	29.316	2.7
2008	11	27	-26.914	26.848	2.4
2008	11	27	-26.12	29.498	3
2008	11	27	-25.673	27.245	2.3
2008	11	27	-26.697	27.975	2
2008	11	27	-26.495	27.279	1.6
2008	11	28	-26.288	29.189	2.2
2008	11	28	-26.105	29.251	2.5
2008	11	28	-25.771	28.984	2.1
2008	11	28	-26.064	29.283	3.4
2008	11	28	-25.844	29.539	2.2
2008	11	28	-26.085	29.334	2.1
2008	11	28	-26.076	29.289	3
2008	11	28	-26.83	26.711	2.4
2008	11	28	-28.082	26.783	2.7
2008	11	28	-26.341	27.413	1.5
2008	11	28	-26.373	27.43	1.5
2008	11	28	-26.87	26.678	2.5
2008	11	29	-26.409	30.008	1.9
2008	11	29	-26.136	29.186	2.2
2008	11	29	-26.289	29.331	2.5
2008	11	29	-28.248	26.898	1.2
2008	11	29	-26.404	27.351	1.6
2008	11	29	-27.885	26.721	1.6
2008	11	30	-26.993	26.582	2
2008	11	30	-27.025	26.588	1.3
2008	11	30	-25.87	29.674	2.5
2008	11	30	-26.401	27.328	2.2
2008	11	30	-26.117	29.426	2.3
2008	11	30	-28.062	26.771	2.7
2008	12	1	-26.394	27.689	1.9
2008	12	1	-26.713	27.971	2.2
2008	12	1	-27.075	26.716	1.6
2008	12	1	-29.127	28.693	1.9
2008	12	1	-26.067	29.492	2.2
2008	12	1	-26.018	29.615	2.3
2008	12	1	-25.913	29.605	2.8
2008	12	1	-26.417	27.405	1.8
2008	12	1	-26.402	27.444	1.8
2008	12	1	-27.033	26.758	1.5
2008	12	2	-26.958	26.841	1.4
2008	12	2	-26.77	27.974	2.3
2008	12	2	-26.027	29.418	2.6
2008	12	2	-26.985	26.625	1.5
2008	12	2	-26.434	27.387	1.5
2008	12	2	-26.42	27.481	1.7
2008	12	2	-26.401	27.471	2.2
2008	12	2	-26.433	27.322	1.4
2008	12	3	-24.934	30.241	2.4
2008	12	3	-26.278	29.097	2
2008	12	3	-25.97	29.191	2.6
2008	12	3	-25.952	29.39	2.4
2008	12	3	-25.997	29.105	2.7
2008	12	3	-26.373	27.378	1.9
2008	12	4	-26.194	29.317	2.2
2008	12	4	-26.915	26.816	1.9
2008	12	4	-25.796	29.597	2.5
2008	12	4	-26.067	29.039	2.4
2008	12	4	-25.688	27.463	2.7
2008	12	4	-26.423	27.424	2.2
2008	12	5	-25.875	29.513	3
2008	12	5	-25.9	29.313	2.5
2008	12	5	-26.382	27.334	1.5
2008	12	5	-26.097	29.227	2.5
2008	12	5	-26.467	27.29	2.7
2008	12	5	-26.422	27.455	1.6
2008	12	5	-26.855	26.766	1.2
2008	12	5	-26.424	27.447	1.5
2008	12	6	-26.443	27.366	2.1
2008	12	6	-26.405	27.447	3.4
2008	12	6	-24.813	27.447	2.3
2008	12	6	-26.25	28.911	2.4
2008	12	6	-25.947	29.287	2.2
2008	12	6	-26.03	29.359	2.2
2008	12	6	-25.767	29.407	2.8
2008	12	6	-26.449	27.402	1.7
2008	12	6	-25.861	29.564	2.3
2008	12	6	-25.636	27.333	1.8
2008	12	6	-27.019	26.748	1
2008	12	6	-27.987	26.727	1.1
2008	12	7	-28.036	26.738	1.7
2008	12	7	-28.174	26.897	2.3
2008	12	7	-26.855	26.704	2.1
2008	12	7	-26.094	27.71	2
2008	12	7	-26.17	28.197	2
2008	12	7	-26.966	26.798	1.3
2008	12	7	-26.417	27.692	1.3
2008	12	7	-25.028	27.08	1.5
2008	12	8	-26.201	28.142	2.4
2008	12	8	-28.04	26.807	2.7
2008	12	8	-26.04	29.501	2.3
2008	12	8	-25.871	29.487	2.7
2008	12	8	-25.927	29.718	2.8
2008	12	8	-26.051	29.222	2.8
2008	12	8	-26.409	27.715	1.9
2008	12	8	-26.47	27.432	1.5
2008	12	9	-25.703	27.367	1.6
2008	12	9	-25.807	29.51	2.7
2008	12	9	-23.73	27.65	2.4
2008	12	9	-26.149	29.71	2.8
2008	12	9	-25.947	29.306	2.9
2008	12	9	-26.446	27.335	1.7
2008	12	9	-26.377	27.362	1.4
2008	12	9	-26.431	27.325	1.4
2008	12	10	-26.09	29.407	2.6
2008	12	10	-25.968	29.234	2.9
2008	12	10	-25.657	27.743	1.7
2008	12	10	-26.131	29.35	2.9
2008	12	10	-26.445	27.435	1.8
2008	12	10	-26.466	27.292	1.9
2008	12	11	-26.391	27.399	2.2
2008	12	11	-26.425	27.394	1.6
2008	12	11	-28.114	26.688	2.6
2008	12	11	-26.403	27.527	1.3
2008	12	11	-26.403	27.434	1.7
2008	12	11	-26.381	27.585	1.8
2008	12	12	-27.887	26.72	3
2008	12	12	-25.993	29.322	2.2
2008	12	12	-26.885	26.729	1.7
2008	12	12	-26.125	29.144	1.8
2008	12	12	-24.504	24.605	1.9
2008	12	12	-26.428	29.409	2.8
2008	12	12	-26.371	29.12	2.8
2008	12	12	-27.948	26.672	2.4
2008	12	12	-27.971	26.899	1.5
2008	12	12	-27.01	26.583	1.4
2008	12	12	-25.455	27.167	2
2008	12	12	-26.423	27.604	2
2008	12	12	-26.217	28.311	2.1
2008	12	12	-26.435	27.42	1.6
2008	12	12	-26.432	27.575	1.3
2008	12	13	-26.08	29.293	2.3
2008	12	13	-26.121	29.547	2.3
2008	12	13	-25.692	27.512	1.7
2008	12	13	-26.501	29.317	2.3
2008	12	13	-26.437	27.419	1.3
2008	12	13	-26.414	27.486	1.6
2008	12	13	-28.139	26.939	1.5
2008	12	13	-26.411	27.411	1.4
2008	12	13	-26.431	27.533	1.6
2008	12	14	-26.395	27.57	1.9
2008	12	14	-26.241	28.174	1.4
2008	12	14	-26.33	29.276	2.1
2008	12	14	-29.898	28.157	1.8
2008	12	14	-26.334	27.774	1.3
2008	12	15	-28.144	26.917	1.4
2008	12	15	-26.909	26.724	4
2008	12	15	-26.418	27.602	1.4
2008	12	15	-26.372	27.508	1.8
2008	12	15	-28.091	26.749	2.9
2008	12	15	-26.284	28.934	2.2
2008	12	15	-25.995	29.05	2.3
2008	12	15	-25.048	27.053	2
2008	12	15	-26.41	29.182	2.5
2008	12	15	-26.41	27.617	1.4
2008	12	15	-28.193	26.817	2.5
2008	12	16	-26.242	28.258	2.9
2008	12	16	-27.947	26.76	2.1
2008	12	16	-26.855	26.796	1.6
2008	12	16	-26.808	26.802	2
2008	12	16	-26.128	29.258	2.2
2008	12	16	-26.214	28.113	1.3
2008	12	16	-26.126	29.582	2.1
2008	12	16	-26.912	26.84	2.1
2008	12	16	-26.217	29.332	1.9
2008	12	16	-26.169	29.25	3
2008	12	17	-25.847	29.641	2.1
2008	12	17	-26.447	29.976	2.5
2008	12	17	-26.103	28.953	2
2008	12	17	-26.52	29.25	2
2008	12	17	-26.259	29.832	2.9
2008	12	17	-25.911	29.599	2.7
2008	12	17	-26.181	28.035	1.5
2008	12	17	-26.417	27.622	1.4
2008	12	17	-24.618	24.669	2.2
2008	12	17	-26.651	29.055	1.8
2008	12	17	-26.393	27.598	1.4
2008	12	17	-26.435	27.56	1.2
2008	12	17	-26.401	27.427	2.4
2008	12	18	-27.007	26.568	1.4
2008	12	18	-26.857	26.734	1.8
2008	12	18	-26.412	27.629	1.8
2008	12	18	-26.377	27.72	1.7
2008	12	18	-25.868	29.506	1.6
2008	12	18	-26.058	29.021	2.2
2008	12	18	-26.176	29.242	2.7
2008	12	18	-25.79	29.501	2.1
2008	12	18	-25.982	29.524	2.6
2008	12	18	-26.12	29.604	2.6
2008	12	18	-26.192	29.78	2.2
2008	12	18	-26.375	27.428	1.6
2008	12	18	-26.359	27.663	1.6
2008	12	18	-26.441	27.362	2.5
2008	12	18	-26.422	27.336	1.4
2008	12	18	-26.411	27.467	1.7
2008	12	19	-26.426	27.62	1.1
2008	12	19	-26.28	27.722	1.9
2008	12	19	-26.427	27.475	1.6
2008	12	19	-26.4	27.511	1.5
2008	12	19	-26.216	29.128	2.5
2008	12	19	-25.834	29.219	2.5
2008	12	19	-26.361	29.352	2
2008	12	19	-26.479	28.9	1.5
2008	12	19	-26.71	29.136	2.4
2008	12	19	-26.768	28.03	2.2
2008	12	19	-26.526	29.351	2
2008	12	19	-25.793	29.733	2.1
2008	12	19	-26.02	29.596	2.8
2008	12	19	-26.419	27.582	1.3
2008	12	19	-25.67	27.871	1.4
2008	12	19	-26.427	27.505	1.6
2008	12	19	-26.419	27.477	2.1
2008	12	19	-26.399	27.662	1.2
2008	12	19	-25.607	27.244	2
2008	12	19	-26.41	27.555	1.6
2008	12	19	-26.406	27.521	1.4
2008	12	20	-26.396	27.524	1.5
2008	12	20	-27.998	26.721	2.1
2008	12	20	-26.417	27.579	1.2
2008	12	20	-26.058	29.257	2
2008	12	20	-26.401	27.603	2.1
2008	12	20	-27.929	26.653	1.7
2008	12	20	-26.413	27.368	1.7
2008	12	20	-26.453	27.293	1.2
2008	12	20	-26.229	27.703	1.6
2008	12	21	-27.035	26.605	2.4
2008	12	21	-26.348	27.686	1
2008	12	21	-28.086	26.762	3.8
2008	12	21	-28.071	26.802	3
2008	12	21	-27.015	26.717	1.1
2008	12	21	-26.363	27.455	1.5
2008	12	21	-26.4	27.589	0.9
2008	12	22	-26.987	26.789	2.2
2008	12	22	-26.462	28.964	2.5
2008	12	22	-26.317	29.513	2.3
2008	12	22	-26.346	29.42	2
2008	12	22	-25.836	29.125	2.6
2008	12	22	-25.956	29.437	2.2
2008	12	22	-25.672	27.482	2.1
2008	12	22	-26.252	29.13	2.3
2008	12	22	-26.11	29.713	2.5
2008	12	22	-26.09	29.144	2.3
2008	12	22	-26.415	27.528	2.1
2008	12	22	-26.228	29.837	2.5
2008	12	22	-26.096	29.663	2.4
2008	12	22	-26.334	29.354	2.6
2008	12	22	-26.426	27.435	2.9
2008	12	22	-28.259	26.778	2.1
2008	12	22	-28.151	26.753	2.2
2008	12	22	-26.927	26.815	1.9
2008	12	23	-26.371	27.454	2
2008	12	23	-27.696	26.619	1.3
2008	12	23	-26.871	26.871	2.4
2008	12	23	-26.842	26.879	1.3
2008	12	23	-25.864	29.696	2.5
2008	12	23	-26.081	29.554	1.8
2008	12	23	-26.028	29.397	1.9
2008	12	23	-26.221	29.53	2.1
2008	12	23	-26.682	27.962	2.4
2008	12	23	-26.217	28.931	2.2
2008	12	23	-26.37	29.346	2.6
2008	12	23	-25.805	29.481	2.2
2008	12	23	-26.439	29.5	2.2
2008	12	23	-26.46	27.459	2
2008	12	23	-26.497	27.606	1.5
2008	12	23	-26.382	27.447	2
2008	12	23	-26.458	27.505	2.5
2008	12	24	-26.209	29.409	2.4
2008	12	25	-27.027	26.647	1.3
2008	12	25	-26.465	27.549	2
2008	12	25	-26.481	27.638	2.4
2008	12	25	-26.209	28.138	1.2
2008	12	26	-26.402	29.242	2.7
2008	12	26	-26.64	27.893	1.8
2008	12	26	-28.112	26.819	1.5
2008	12	26	-26.438	29.073	2.3
2008	12	26	-26.687	29.424	1.9
2008	12	26	-26.657	27.891	2.1
2008	12	27	-27.05	26.556	1.8
2008	12	30	-26.975	26.785	1.7
2008	12	30	-26.969	26.783	2.1
2008	12	30	-26.988	26.771	1.1
2008	12	30	-26.983	26.773	1.4
2009	1	2	-26.403	27.705	1.2
2009	1	2	-27.014	26.609	1.2
2009	1	2	-26.064	29.477	2.4
2009	1	2	-25.971	30.011	2
2009	1	2	-26.46	27.393	1.5
2009	1	2	-26.799	29.378	1.8
2009	1	3	-26.74	29.209	1.7
2009	1	3	-26.216	28.142	1.9
2009	1	3	-26.433	27.601	1.4
2009	1	3	-26.588	29.073	1.4
2009	1	3	-25.957	29.64	2.1
2009	1	3	-26.417	27.628	1.2
2009	1	3	-29.496	27.975	2.3
2009	1	3	-26.187	29.189	2
2009	1	4	-26.435	27.542	2.9
2009	1	4	-25.936	29.368	2.1
2009	1	4	-26.067	29.601	2.7
2009	1	4	-25.993	29.426	2.3
2009	1	4	-26.388	27.378	1.4
2009	1	4	-26.858	26.476	2
2009	1	5	-26.178	28.932	1.8
2009	1	5	-26.231	29.251	2.5
2009	1	5	-24.99	27.159	1.9
2009	1	5	-26.428	27.459	1.6
2009	1	5	-26.46	27.571	1.2
2009	1	6	-25.032	27.116	1.7
2009	1	6	-26.278	29.525	1.9
2009	1	6	-25.849	29.483	2.3
2009	1	6	-26.595	29.256	1.9
2009	1	6	-23.545	27.52	2.5
2009	1	6	-26.339	29.166	1.9
2009	1	6	-26.797	28.985	1.6
2009	1	6	-26.288	28.94	1.8
2009	1	6	-26.195	29.212	2
2009	1	6	-26.399	27.327	3
2009	1	6	-26.189	29.287	2.5
2009	1	6	-26.332	27.715	1.5
2009	1	7	-26.454	27.635	1.1
2009	1	7	-26.463	27.526	1.6
2009	1	7	-26.737	29.043	2.6
2009	1	7	-26.013	29.746	2.8
2009	1	7	-26.424	28.979	1.9
2009	1	7	-26.038	29.725	2.3
2009	1	7	-26.804	27.975	2.3
2009	1	7	-25.992	29.513	2.4
2009	1	7	-26.609	30.306	2.5
2009	1	7	-26.459	27.562	1.7
2009	1	7	-26.418	27.326	1.8
2009	1	8	-25.973	29.455	2.2
2009	1	8	-26.249	29.094	2.4
2009	1	8	-26.231	29.079	2.2
2009	1	8	-25.852	29.437	2.1
2009	1	8	-25.941	29.23	3
2009	1	8	-26.419	27.428	1.5
2009	1	8	-26.684	27.708	1.7
2009	1	9	-26.276	29.417	2.5
2009	1	9	-25.854	29.414	2.4
2009	1	9	-25.975	29.313	2.7
2009	1	9	-26.164	29.194	2.2
2009	1	9	-25.837	29.739	2.6
2009	1	9	-25.887	29.58	2.8
2009	1	9	-26.325	27.436	2.3
2009	1	10	-25.908	29.031	1.9
2009	1	10	-26.034	29.53	1.9
2009	1	10	-25.933	29.068	2.2
2009	1	10	-27.033	26.733	3
2009	1	10	-26.425	27.511	1.4
2009	1	10	-26.416	27.558	1.6
2009	1	11	-26.405	27.429	1.4
2009	1	11	-26.402	27.581	2.1
2009	1	11	-25.963	29.608	2.4
2009	1	11	-26.971	26.726	1
2009	1	11	-26.203	28.028	1.6
2009	1	11	-26.404	27.427	2.9
2009	1	12	-26.42	27.364	1.7
2009	1	12	-28.152	26.884	1.3
2009	1	12	-26.093	29.372	1.8
2009	1	12	-26.408	27.543	1.9
2009	1	13	-26.371	27.588	2
2009	1	13	-26.386	27.488	2.7
2009	1	13	-25.863	29.516	2.1
2009	1	13	-26.442	27.686	2.9
2009	1	13	-26.016	29.506	2.3
2009	1	13	-26.134	29.571	2.1
2009	1	13	-26.488	27.583	1.8
2009	1	14	-28.078	26.815	1.3
2009	1	14	-26.434	27.312	1.6
2009	1	14	-26.101	29.696	2.5
2009	1	14	-26.814	29.08	2
2009	1	14	-26.152	29.557	2.1
2009	1	14	-26.005	29.715	2.6
2009	1	14	-25.931	29.786	2.4
2009	1	14	-25.99	28.919	2.6
2009	1	14	-26.009	29.246	2.1
2009	1	14	-25.876	29.654	2.3
2009	1	14	-26.162	29.48	2.4
2009	1	14	-26.542	27.329	1.7
2009	1	14	-26.418	27.443	2.1
2009	1	14	-26.383	27.434	1.8
2009	1	14	-26.249	28.225	1
2009	1	15	-25.97	29.013	1.8
2009	1	15	-26.949	26.807	2.2
2009	1	15	-26.28	29.413	1.9
2009	1	15	-26.67	29.102	1.6
2009	1	15	-26.702	27.991	2
2009	1	15	-26.4	27.59	1.4
2009	1	15	-26.398	27.607	1.3
2009	1	16	-26.183	28.437	1.4
2009	1	16	-26.408	27.569	2.2
2009	1	16	-26.014	29.455	2.7
2009	1	16	-26.06	29.66	2.5
2009	1	16	-26.595	28.864	1.8
2009	1	16	-26.351	29.167	2.4
2009	1	16	-26.402	29.016	2.1
2009	1	16	-26.301	29.566	2.6
2009	1	16	-26.236	29.222	2.6
2009	1	16	-26.27	28.798	1.8
2009	1	16	-26.369	29.046	1.7
2009	1	16	-26.283	29.23	1.9
2009	1	17	-26.637	29.031	2.2
2009	1	17	-27.002	26.789	2.6
2009	1	17	-26.411	27.689	2.3
2009	1	17	-25.942	29.482	2.5
2009	1	17	-27.006	26.798	3.5
2009	1	17	-26.713	27.821	1.9
2009	1	17	-26.08	29.663	2.3
2009	1	17	-26.982	26.737	1.3
2009	1	17	-26.119	29.464	2.2
2009	1	17	-26.402	27.36	1.7
2009	1	18	-26.403	27.598	1.7
2009	1	18	-28.011	26.973	1.4
2009	1	18	-26.188	28.397	1.7
2009	1	18	-25.127	27.024	1.9
2009	1	18	-24.858	27.329	1.6
2009	1	18	-26.386	27.446	1.6
2009	1	19	-27.007	26.821	1.5
2009	1	19	-26.401	27.449	2.4
2009	1	19	-27.063	26.596	1.1
2009	1	19	-26.272	29.319	2.7
