ID;YEAR;MONTH;DAY;HOUR;MINUTE;SECOND;EVENT_VALIDITY;PRIMARY_MAGNITUDE;Lat(y);Long(x);REGION_CODE;MAXIMUM_WATER_HEIGHT;ABE;IIDA;SOLOVIEV
1920;1961;7;18;1;4;0;4;6.6;29.6;131.8;85;0.2;;-;-3
772;1849;12;17;1;1;;4;6.5;-29.95;-71.37;89;5;;2;2.5
2011;1969;2;23;0;3;5;4;6.9;-3.1;118.9;83;4;;2;2
1454;1918;7;18;2;3;;1;;3.138;125.491;83;0.08;;;0
1496;1922;2;22;;;;1;;-3.3;128.9;83;;;;0.5
2398;2002;9;8;1;4;2;4;7.6;-3.302;142.945;82;5.5;;0;1.08
1842;1953;12;12;1;3;2;4;7.4;-3.4;-80.6;89;1;;-;0.5
449;1754;8;18;;;;3;6.5;-3.5;128.5;83;;;;0
453;1754;9;7;;;;2;;-3.5;128.5;83;;;1;0
815;1854;1;4;;;;2;6;-3.5;128.6;83;;;;0
1235;1896;10;10;;;;2;6.8;-3.5;102.5;60;;;;0
1653;1932;9;9;1;3;5;2;6.2;-3.57;128.35;83;;;;0
1315;1904;7;5;;;;1;;-3.6;128.7;83;;;;1
1449;1917;8;23;;;;2;;-3.6;128.7;83;;;;0.5
1423;1915;5;23;;;;1;;-3.644;133.695;83;0.5;;;0
859;1856;3;2;;;;4;;3.67;125.5;83;;;1;1
1197;1892;6;7;;;;4;;3.67;125.5;83;0.75;;1;1
380;1708;11;28;;;;3;;-3.69;128.15;83;;;2;2
316;1674;5;6;;;;3;6;-3.7;128.2;83;;;1;0
513;1775;4;18;;;;3;;-3.7;128.2;83;;;;0
586;1802;8;;;;;2;;-3.7;128.2;83;;;1;1.5
796;1852;11;19;;;;1;;-3.7;128.2;83;;;;0
906;1861;3;;;;;2;;-3.7;128.2;83;1.8;;;1
1421;1914;12;3;;;;2;;-3.7;128.2;83;;;;0
1443;1917;3;16;;;;2;;-3.7;116.6;83;1.5;;;1
1987;1967;4;11;5;9;1;3;5.5;-3.7;119.3;83;;;1;1
315;1674;2;17;1;3;;4;6.8;-3.75;127.75;83;100;;2;1.5
1809;1950;10;8;3;2;9;3;7.6;-3.8;128.3;83;;;1;2
2267;1996;10;18;1;5;2;4;6.6;30.568;131.093;85;0.2;;-;-2.5
37;362;5;24;;;;2;;31.3;35.6;50;;;;3
151;1509;6;17;;;;3;;31.5;121.5;84;;;;0
2265;1996;9;4;1;1;1;4;5.7;31.555;139.931;85;0.3;;-;-2
529;1781;4;11;;;;4;;31.58;130.67;85;;;1;1
1412;1914;1;12;9;2;;4;7.1;31.58;130.67;85;3;;1;-1
61;766;7;20;;;;4;6.5;31.6;130.7;85;;;1;1.5
525;1780;9;9;;;;4;;31.6;130.7;85;2;;0;1
528;1780;10;31;;;;4;;31.6;130.7;85;;;0;1
1914;1961;2;26;1;1;4;4;7.6;31.6;131.8;85;0.65;;;-0.5
1118;1880;8;15;1;4;;1;7.7;-31.62;-71.18;89;;;;0.5
32;315;;;;;;1;;31.7;35.5;50;;;;3
291;1662;10;30;1;;;4;7.6;31.7;132;85;1;;2;2.5
2270;1996;12;2;2;1;5;4;6.7;31.789;131.314;85;0.2;;-;-2
2268;1996;10;19;1;4;4;4;6.7;31.885;131.468;85;0.55;;0;0.5
1268;1899;11;24;1;4;;4;7.1;31.9;132;85;0.3;;-;-1
1824;1952;9;16;2;5;;4;;32.1;139.85;85;0.15;;-;-1
1825;1952;9;23;4;2;0;4;;32.1;139.85;85;0.05;;-;-1
1827;1952;9;26;3;3;0;4;;32.1;139.85;85;0.1;;-;-1
1833;1953;3;11;;;;4;;32.1;139.85;85;6;;-;-1
5566;1953;3;25;;;;4;;32.1;139.85;85;0.05;;-;-1
2013;1969;4;21;7;1;;4;6.5;32.2;132.1;85;0.1;;-;-3
499;1769;8;29;;;;4;7.4;32.3;132;85;;;1;1
1731;1939;3;20;3;2;;4;6.6;32.3;132;85;0.8;;-;0
1998;1968;4;1;0;4;4;4;7.5;32.3;132.5;85;3.07;;1;1
57;744;6;30;;;;4;6.4;32.4;130.5;85;;;2;2
53;684;11;29;;;;4;8.4;32.5;134;85;3;;1;1
802;1852;11;29;;;;3;7;32.5;-115.5;88;3;;;1
1575;1927;1;1;8;1;;1;5.7;32.5;-115.5;88;;;;1
400;1730;7;8;8;4;;4;8.7;-32.5;-71.5;89;;;4;3.5
2033;1971;7;9;3;3;1;4;7.8;-32.5;-71.2;89;1.2;;0;0
2062;1973;10;5;5;4;5;4;6.7;-32.5;-71.5;89;0.4;;-;-1
362;1700;4;1;;;;2;;32.7;129.7;85;;;2;2
1269;1899;11;25;1;5;;4;6.9;32.7;132.3;85;;;-;-2
568;1792;5;21;;;;4;6.4;32.75;130.3;85;55;;3;3
557;1791;5;13;;;;2;;32.8;130.3;85;11;;2;2.5
5489;1765;;;;;;1;;-33.05;-71.617;89;;;;2
427;1747;3;;;;;2;;33.1;139.8;85;;;0;0.5
837;1854;12;24;8;0;;4;8.4;33.1;135;85;28;;4;2.5
1781;1948;4;17;1;1;0;4;7.2;33.1;135.6;85;0.6;;-;-1
992;1868;10;16;;;;2;;-33.1;-71.7;89;1;;;0.5
1024;1871;8;20;;;;2;;-33.1;-71.7;89;;;-;0.5
377;1707;10;28;5;;;4;8.4;33.2;134.8;85;25.7;;3;4
7;-590;;;;;;2;;33.27;35.22;50;;;;6
203;1596;9;4;;;;4;6.9;33.3;131.7;85;5;;2;2
204;1597;9;10;;;;3;6.4;33.3;131.6;85;;;1;1
2004;1968;8;5;7;1;0;1;6.5;33.3;132.2;85;0.03;;;0
2046;1972;2;29;9;2;5;4;7.4;33.3;140.8;85;0.42;;-;0.5
2056;1972;12;4;1;1;1;4;7.4;33.3;140.7;85;0.5;;-;-1
122;1360;11;22;;;;4;7;33.4;136.2;85;;;2;2
100;1202;5;20;;;;4;7.6;33.5;36;50;;;;5
8;-525;;;;;;2;;33.56;35.37;50;;;;3
160;1520;4;4;;;;4;7;33.6;136.3;85;2;;1;1
368;1704;;;;;;2;;33.6;136;85;2;;1;1
1662;1933;3;11;1;5;7;0;6.3;33.616;-117.966;88;0.1;;-;-3
128;1403;12;;;;;4;7;33.7;136.5;85;2;;1;1
1675;1934;8;21;;;;0;;33.7;-118.2;88;12;;;3
55;704;8;2;;;;4;7;33.8;136.7;85;;;2;2
79;922;;;;;;4;7;33.8;136.7;85;2;;1;1
131;1408;1;21;;;;4;7;33.8;136.9;85;2;;1;1
1270;1899;12;25;1;2;;1;6.4;33.8;-118.5;88;;;;0.5
1863;1956;8;12;1;5;3;-1;6.5;33.8;138.8;85;;;-;-1
955;1866;8;9;;;;1;;-33.8;151.3;81;;;;-1
956;1866;8;15;;;;1;;-33.8;151.3;81;;;;-1
963;1867;8;5;;;;1;;-33.8;151.3;81;;;;-1
1005;1869;8;11;;;;1;;-33.8;151.3;81;;;;-1
1015;1870;8;12;;;;1;;-33.8;151.3;81;;;;-1
2139;1982;12;28;6;3;4;4;6.4;33.826;139.434;85;0.19;;-;-1
36;348;;;;;;1;4.1;33.9;35.5;50;;;;3
599;1808;8;8;;;;4;6.5;33.9;134.8;85;1.5;;0;0.5
1627;1930;8;31;0;4;3;3;5.2;34.03;-118.643;88;3.05;;-;-0.5
846;1855;7;11;4;1;;3;6;34.1;-118.1;88;;;;0
609;1812;12;21;1;0;;4;7.5;34.2;-119.9;88;3.4;;1;1.5
2223;1994;1;17;1;3;5;3;6.7;34.213;-118.537;88;0.1;;-;-3
384;1711;12;20;;;;4;6.7;34.3;134;85;2;;1;1
129;1406;10;16;;;;-1;6.2;34.4;138.4;85;;;1;1
819;1854;5;31;1;5;;1;;34.4;-119.7;88;;;;0
101;1222;5;;;;;3;6.6;34.5;33;50;;;;4
156;1510;10;10;;;;-1;;34.5;137.6;85;;;2;1
468;1761;3;31;1;1;;3;8.5;34.5;-13;73;2.4;;1;2
558;1791;9;13;;;;3;6.5;34.5;135.4;85;;;1;1
571;1792;8;29;;;;-1;;34.5;136.7;85;;;0;0
2915;1979;5;15;6;5;2;0;5.6;34.53;24.437;50;;;;1
2236;1995;1;16;2;4;5;4;6.9;34.583;135.018;85;0.34;;-;-2
58;745;6;9;;;;3;6.5;34.6;135.3;85;;;1;1
154;1510;9;21;;;;4;6.7;34.6;135.4;85;2;;1;1
5501;1680;9;28;;;;2;;34.6;137.6;85;;;;2
2065;1974;5;8;2;3;2;4;6.7;34.6;138.7;85;0.2;;-;-2.5
367;1703;12;30;1;;;4;8.2;34.7;139.8;85;10.5;;4;3
1759;1945;1;12;1;3;;4;7.1;34.7;137.2;85;1;;-;-0.5
26;76;6;20;;;;1;6.3;34.8;32;50;;;;4
83;1026;6;16;;;;3;7.5;34.8;131.8;85;10;;3;3
197;1589;3;21;;;;4;6.7;34.8;138.2;85;;;1;1
1585;1927;11;4;1;5;4;4;7.3;34.813;-120.774;88;1.8;;1;1
133;1433;11;7;;;;4;7.1;34.9;139.5;85;2;;1;1
1038;1872;3;14;8;2;;4;7.4;34.9;132;85;3;;1;1
1527;1923;9;2;2;4;4;4;7.7;34.9;140.2;85;0.3;;-;-1.5
5505;1965;4;19;2;4;;-1;6;34.9;139;85;0.1;;;-4
142;1495;9;12;;;;4;7.1;35.1;139.5;85;5;;2;2
207;1602;2;8;;;;4;7.2;35.1;140.5;85;;;1;1
249;1636;7;31;;;;1;;35.1;129.05;84;;;;0
534;1782;8;22;;;;4;7.3;35.1;139.7;85;;;1;1
5421;1899;10;7;;;;2;;35.1;138.75;85;;;;1
1526;1923;9;1;2;5;3;4;7.9;35.1;139.5;85;13;;3;3
1112;1878;11;22;;;;3;;35.18;-120.731;88;1;;2;1.5
23;62;;;;;;2;6.9;35.2;25.1;50;;;;3
66;818;8;;;;;4;7.9;35.2;139.3;85;;;2;1
104;1241;5;22;;;;4;7;35.2;139.4;85;;;1;1
106;1257;10;9;;;;4;7;35.2;139.5;85;;;1;1
110;1293;5;27;;;;-1;7.1;35.2;139.4;85;;;1;1
245;1633;3;1;;;;4;7.1;35.2;139.2;85;;;1;1
256;1642;9;4;;;;4;6.7;35.2;140.6;85;;;1;1
406;1732;12;4;;;;3;6.5;35.2;140.8;85;2;;1;1
1509;1923;2;17;;;;3;;-35.33;-72.42;89;1.5;;0;1.5
1521;1923;6;1;1;2;0;4;7.3;35.4;141.8;85;0.4;;-;-1.5
3119;1494;7;1;;;;3;7.2;35.5;25.5;50;;;;2
2328;1612;11;8;;;;4;6.7;35.5;25.5;50;;;;4
258;1643;7;25;;;;4;6.5;35.5;129.5;84;;;1;1
268;1649;12;9;;;;4;6.5;35.5;126;84;;;1;1
307;1670;12;17;;;;4;6.4;35.5;141;85;2;;1;1
775;1851;2;28;;;;3;7.2;35.5;28.7;50;0.9;;-;3
866;1856;10;12;0;4;;2;8.3;35.5;26;50;;;;3
1779;1948;2;9;1;5;1;4;7.1;35.5;27.2;50;2.5;;;4
5503;1856;9;;;;;2;;35.6;139.7;85;;;;0
1576;1927;3;7;9;2;;4;7.6;35.6;135.1;85;11.3;;0;0.5
1;-2000;;;;;;1;;35.683;35.8;50;;;;6
4;-1365;;;;;;1;;35.683;35.8;50;;;;6
54;701;5;12;;;;4;7;35.7;135.4;85;;;2;1
3075;1790;10;9;1;1;;3;;35.7;-0.6;50;;;;4
2767;1773;5;6;;;;2;;35.8;-5.83;50;9;;;5
71;859;;;;;;2;;36.08;36.25;50;;;;3
2136;1982;7;23;1;2;5;4;7.2;36.194;141.702;85;0.4;;-;-1
2916;1980;10;10;1;2;2;4;7.7;36.195;1.354;50;0.7;;;2
3160;1741;1;31;;;;3;7.3;36.2;28.5;50;;;;4
1912;1961;1;16;1;1;0;4;6.5;36.2;141.9;85;0.4;;-;-2
3092;-227;;;;;;2;7.2;36.3;28.3;50;;;;3
159;1519;9;24;;;;1;;36.3;126;84;;;;0
399;1726;4;1;;;;4;6.6;36.3;136;85;;;1;1
734;1843;10;18;;;;2;6.5;36.3;27.6;50;;;;4
4277;1978;8;14;1;1;5;4;4.4;36.37;-6.98;73;0.12;;;1
3;-1610;;;;;;4;;36.4;25.4;50;90;;;6
3125;1609;4;;;;;2;7.2;36.4;28.4;50;;;;4
965;1867;9;20;3;1;;4;7.1;36.4;22.2;50;6;;;4
21;46;;;;;;4;6.2;36.404;25.396;50;;;;3
269;1650;9;29;;;;4;6.3;36.404;25.396;50;30;;5;6
953;1866;3;6;;;;3;6;36.404;25.396;50;;;;4
48;554;8;15;;;;3;7;36.5;27.5;50;;;;4
3106;1114;3;12;;;;-1;7;36.5;36;50;;;;3
308;1672;;;;;;1;;36.5;25.5;50;;;;1
4279;1680;10;9;7;;;4;;36.5;-3.6;50;;;;3
365;1700;9;12;;;;4;6.5;36.5;126.5;84;;;;1
3215;1802;11;7;1;4;;3;;36.5;2.9;50;;;;2
1231;1896;1;9;;;;4;7.6;36.5;141;85;0.25;;;-2.5
31;262;;;;;;1;;36.6;30;50;;;;4
583;1799;6;29;;;;4;6.4;36.6;136.6;85;;;1;1
27;142;;;;;;3;7;36.7;28;50;;;;4
1121;1880;11;;;;;1;;36.7;137.3;85;;;1;1
1727;1938;11;22;1;1;0;4;6.9;36.7;142.1;85;0.3;;-;-2.5
989;1868;9;14;;;;2;;-36.7;-73.2;89;1;;;0.5
179;1570;2;8;1;;;3;8.3;-36.75;-73;89;;;2;3
416;1738;7;19;;;;1;6.5;36.8;24.4;50;;;;3
1097;1878;2;14;;;;2;;-36.8;-73;89;;;-;0
281;1657;3;15;2;3;;3;8;-36.83;-73.03;89;;;3;2.5
689;1835;2;20;1;2;;4;8.2;-36.83;-73.03;89;24;;4;3
4278;1804;1;13;1;4;;4;;36.833;-2.833;50;;;;2
1859;1956;7;9;3;1;3;4;7.8;36.9;26;50;30;;5;5
64;803;12;19;;;;2;;36.95;35.6;50;;;;3
2403;2003;5;21;1;4;2;4;6.8;36.964;3.634;50;3;;1;1.5
3292;1831;7;2;;;;2;;37.05;12.3;50;;;;1
4258;1939;5;8;1;4;5;4;6.5;37.053;-24.427;73;;;;1
3765;558;;;;;;4;7;37.1;27.7;50;;;;6
72;863;7;10;;;;4;7;37.1;138;85;;;2;2
3438;1856;8;21;2;4;;3;;37.1;5.7;50;;;;4
3380;1856;8;22;1;4;;3;;37.1;5.7;50;5;;;4
1164;1886;8;27;2;3;;3;7.5;37.1;21.5;50;;;;3
1716;1938;11;5;8;4;2;4;7.7;37.1;141.7;85;0.57;;0;-0.5
3139;1693;1;11;1;3;;4;7.4;37.133;15.017;50;;;;4
3142;1699;1;;;;;2;;37.15;15.1;50;;;;4
439;1751;5;20;;;;4;6.6;37.2;138.1;85;;;1;1
940;1865;10;8;2;4;;3;6.3;37.2;-121.9;88;;;;0.5
1254;1899;1;22;7;5;;2;6.6;37.2;21.6;50;1;;;3
1717;1938;11;5;1;5;1;4;7.6;37.2;141.7;85;0.56;;0;-0.5
2852;1169;2;4;7;;;4;7;37.3;15.03;50;;;;4
3412;1905;;;;;;2;;37.3;9.9;50;;;;3
3813;1693;1;9;2;;;2;6;37.333;15.167;50;;;;2
3724;1941;11;25;1;3;5;4;8.3;37.417;-18.983;73;0.1;;;2
29;173;6;28;;;;3;;37.5;120;84;;;1;1
76;887;8;2;;;;3;6.5;37.5;138.1;85;;;2;1
135;1434;8;6;;;;1;;37.5;126;84;;;;0.5
136;1448;9;19;;;;3;7;37.5;138.2;85;;;2;2
228;1614;11;26;;;;4;7.7;37.5;138;85;;;2;1
3157;1727;7;4;;;;2;5.2;37.5;13;50;;;;3
3222;1817;1;14;3;3;;1;;37.5;13;50;;;;3
856;1856;2;15;1;2;;3;5.5;37.5;-122.3;88;0.6;;;-1
1718;1938;11;6;8;5;5;4;7.5;37.5;141.8;85;1.26;;0;-0.5
1886;1959;1;22;5;1;0;4;6.8;37.5;142.2;85;0.8;;-;-2
1893;1959;10;26;7;3;0;4;6.7;37.5;143.2;85;0.11;;-;-4
248;1633;11;5;;;;4;6.9;37.6;21;50;;;;3
3223;1818;2;20;1;1;;4;6;37.6;15.133;50;;;;3
2215;1993;2;7;1;2;4;4;6.3;37.634;137.245;85;0.5;;-;-0.5
3167;1756;10;22;1;3;;1;7;37.7;22.8;50;;;;4
700;1836;9;5;;;;-1;5.9;37.7;142;85;;;1;1
993;1868;10;21;1;5;;3;6.8;37.7;-122.1;88;4.5;;2;0.5
1333;1906;4;18;1;1;0;4;7.9;37.7;-122.5;88;0.1;;-;-4
3112;1329;6;28;;;;2;;37.734;15.004;50;;;;3
3271;1820;12;29;;;;2;6.9;37.75;21.25;50;;;;3
1251;1898;12;3;5;5;;2;;37.75;21;50;;;;3
559;1791;11;2;2;;;2;7;37.8;21;50;;;;3
829;1854;10;22;3;3;;2;;37.8;-122.4;88;;;;0
849;1855;10;22;3;4;;1;;37.8;-122.4;88;;;;0
1804;1950;3;14;1;1;4;2;5.8;-37.8;177.2;81;;;;0
1901;1960;5;21;1;2;5;4;8.2;-37.872;-73.243;89;0.3;;;-1
691;1835;7;20;;;;4;7.6;37.9;141.9;85;5;;2;2
3400;1940;1;15;1;1;2;2;5.1;38.067;13.467;50;;;;3
1929;1962;4;12;0;5;4;4;7.2;38.073;142.741;85;1;;;-2
231;1616;9;9;;;;4;7;38.1;142;85;;;1;1
3130;1636;9;30;1;3;;0;7.2;38.1;20.3;50;;;;3
474;1762;10;31;5;;;4;6.6;38.1;138.7;85;;;1;1
3410;1903;5;13;;;;1;;38.1;13.4;50;;;;2
1594;1928;3;31;0;2;4;1;6.5;38.1;27.4;50;;;;2
3117;1402;6;;;;;2;7;38.11;22.41;50;;;;5
3126;1613;8;25;;;;2;5.6;38.117;14.783;50;;;;4
3154;1726;9;1;2;5;;4;5.8;38.117;13.35;50;;;;3
3415;1907;10;23;2;2;1;4;5.9;38.133;16.017;50;;;;3
1902;1960;5;22;1;1;1;4;9.5;-38.143;-73.407;89;25;;4;4
3213;1784;1;19;;;;2;4.1;38.167;15.633;50;;;;3
1373;1908;12;28;4;2;2;4;7;38.17;15.58;50;13;;;5
3134;1649;1;;;;;1;5;38.183;15.55;50;;;;5
2105;1978;6;12;8;1;2;4;7.7;38.19;142.03;85;0.6;;;0.5
918;1861;12;26;;;;4;7.3;38.2;22.2;50;2.1;;1;4
3458;1881;4;3;1;4;;3;6.5;38.2;26.2;50;;;;2
1248;1898;3;31;7;4;;1;6.2;38.2;-122.4;88;0.31;;2;2
2128;1981;2;24;2;5;3;4;6.7;38.222;22.934;50;0.3;;;3
11;-373;;;;;;4;7.3;38.25;22.25;50;;;;5
808;1853;8;18;8;3;;3;;38.25;23.5;50;;;;3
3442;1862;1;1;8;4;;3;;38.25;22.25;50;;;;2
1972;1965;7;6;3;1;4;1;6.3;38.267;22.3;50;;;4;2
429;1748;5;14;;;;4;6.8;38.3;22.1;50;;;;3
2769;1783;2;5;1;0;;4;6.9;38.3;15.967;50;;;;4
591;1804;6;8;3;;;3;6.7;38.3;21.8;50;;;;3
619;1817;8;23;8;;;3;6.8;38.3;22.1;50;5;;;3
3275;1823;3;5;1;3;;2;;38.3;14.8;50;;;;5
950;1866;2;2;;;;2;;38.3;26.2;50;;;;3
1172;1887;10;3;;;;2;6.2;38.3;22.8;50;;;;3
1429;1915;11;1;7;2;4;4;7.8;38.3;142.9;85;1;;;0.5
3399;1941;3;16;1;4;;2;;38.3;12.2;50;;;;2
1939;1963;2;7;1;2;;4;;38.31;22.02;50;6;;;5
3212;1784;1;7;;;;4;4.1;38.317;16.4;50;;;;5
2258;1996;1;1;;;;4;;38.367;22.083;50;2;;;2
3446;1867;2;4;;;;3;7.4;38.39;20.52;50;;;;2
2152;1984;2;11;8;2;5;4;5.4;38.396;22.094;50;;;;3
46;551;4;;;;;4;7.1;38.4;22.3;50;;;;4
126;1389;3;20;;;;2;6.8;38.4;26.3;50;;;;3
298;1667;11;30;;;;2;6.6;38.4;27.1;50;;;;2
299;1668;7;10;;;;3;6.6;38.4;27.1;50;;;;2
339;1688;7;10;1;4;;2;7;38.4;26.9;50;;;;2
3460;1881;12;15;2;;;2;;38.4;21.4;50;2;;;3
2248;1995;6;15;0;1;4;4;6.5;38.401;22.283;50;1;;-;3
74;869;7;13;;;;4;8.6;38.5;143.8;85;;;4;4
394;1723;2;18;2;;;1;7;38.5;20.5;50;;;;3
573;1793;2;17;;;;4;8.3;38.5;144;85;4.5;;2;2
867;1856;11;13;;;;3;6.6;38.5;26.25;50;;;;3
915;1861;10;20;1;3;;4;7.4;38.5;142;85;3.9;;2;2
3420;1870;8;1;0;4;;1;7;38.5;22.5;50;;;;4
1427;1915;8;7;1;4;3;3;6.7;38.5;20.7;50;1.5;;;3
3404;1939;1;27;2;1;1;1;;38.5;14.7;50;;;;2
1782;1948;4;22;1;4;4;4;6.5;38.532;20.427;50;1;;;4
3419;1926;8;17;1;4;;2;5.3;38.567;14.833;50;;;;3
1787;1949;7;23;1;3;3;3;6.7;38.58;26.23;50;2;;;2
1249;1898;4;22;2;3;;4;7.2;38.6;142;85;0.1;;;-3
1959;1964;6;16;4;1;4;4;7.5;38.65;139.2;85;5.8;;2;2
1212;1894;4;27;1;2;;4;7;38.7;23.1;50;3;;1;4
178;1562;10;28;1;;;3;8;-38.7;-73.5;89;;;4;3.5
319;1676;;;;;;1;;38.733;-27.066;73;;;;1
3210;1783;3;1;1;4;;3;5.9;38.767;16.3;50;;;;3
1476;1919;5;22;1;4;;4;;38.789;15.213;50;0.75;;;4
4218;1930;9;11;9;5;;4;;38.789;15.213;50;2.5;;;3
4227;1944;8;20;6;3;;4;;38.789;15.213;50;;;;4
3395;1954;2;;;;;4;;38.789;15.213;50;;;;4
2923;2002;12;30;1;1;;4;;38.789;15.213;50;10.9;;;5
653;1825;1;19;1;4;;1;6.8;38.8;20.7;50;;;;3
1012;1869;12;28;;;;2;6.9;38.8;20.7;50;;;;3
1420;1914;11;27;1;3;4;1;6.3;38.8;20.6;50;3;;1;4
4259;1980;1;1;1;4;4;4;7.2;38.815;-27.78;73;;;;1
3147;1916;7;3;2;2;4;4;5.1;38.817;15.233;50;10;;;4
1772;1947;3;25;2;3;1;3;7.1;-38.85;178.87;81;10;;3;3
10;-426;6;;;;;4;7.1;38.9;22.7;50;;;;5
3208;1783;2;5;8;0;;2;;38.9;17.1;50;;;;3
682;1833;12;7;;;;4;7.4;38.9;139.15;85;9;;2;2.5
1214;1894;10;22;8;3;;4;7;38.9;139.8;85;;;-;-1
1847;1954;11;18;2;4;5;4;6.1;38.9;142.2;85;;;;-1
3131;1638;3;27;1;5;;2;7;39.033;16.283;50;;;;5
593;1804;7;10;1;;;4;7.3;39.05;139.95;85;1;;0;1
1661;1933;3;2;1;3;0;4;8.4;39.224;144.622;85;29;;4;3.5
1997;1968;2;19;2;4;4;4;7.2;39.368;24.957;50;1.2;;0;3
259;1644;10;18;;;;4;6.9;39.4;140.1;85;;;1;1
1899;1960;3;23;0;2;;4;6.7;39.4;143.7;85;0.75;;-;-2.5
2001;1968;6;12;1;4;5;4;7.2;39.4;143.1;85;0.95;;1;0
2211;1992;7;18;8;3;5;4;7;39.419;143.33;85;0.3;;-;-0.5
405;1732;11;;;;;2;;39.5;20;50;;;;2
750;1846;3;;;;;4;6.9;39.5;142.5;85;2;;1;1
774;1850;7;20;;;;1;;39.5;142;85;2;;1;0
1139;1883;6;27;;;;2;;39.5;20;50;;;;3
1234;1896;6;15;1;3;;4;8.3;39.5;144;85;38.2;;5;3.8
1864;1956;11;2;1;4;3;2;5.8;39.5;23;50;1.2;;0;2
1637;1931;2;13;1;2;1;1;7.1;-39.5;177;81;0.1;;;0
3295;1836;4;24;1;1;;3;;39.6;16.6;50;;;;4
5500;1088;5;13;;;;3;;39.64;141.96;85;;;;1.5
9;-479;;;;;;2;7;39.7;23.3;50;;;;3
2301;1939;12;26;2;5;2;4;7.7;39.77;39.533;40;0.53;;;4
1636;1931;2;2;2;4;5;1;7.7;-39.772;176.025;81;;;;0
1898;1960;3;20;1;7;3;4;7.5;39.8;143.4;85;1;;0;-2
185;1575;12;16;1;3;;3;8.5;-39.8;-73.2;89;;;2;2.5
603;1810;9;25;;;;4;6.6;39.9;139.9;85;1;;1;0
1684;1935;10;12;1;4;0;4;7.2;39.9;143.7;85;0.3;;-;-1
744;1845;7;5;;;;1;;-39.93;175.05;81;1;;;0.5
5;-1300;;;;;;2;6;39.96;26.24;50;;;;5
2140;1983;3;12;1;3;3;4;6.9;-4.056;127.924;83;3;;1;1.5
1744;1941;1;13;1;2;4;4;7.4;-4.175;152.071;82;0.15;;-;-2.5
1095;1878;2;4;;;;3;;-4.25;152.25;82;;;2;1
1387;1910;2;25;;;;1;6;-4.25;152.25;82;;;;0
1393;1911;5;8;;;;2;;-4.25;152.25;82;;;;0
1698;1937;5;29;;;;4;;-4.271;152.203;82;2.5;;1;1.5
2336;1953;4;23;1;2;3;1;7.4;-4.449;152.868;82;;;;0
1690;1936;4;1;2;9;1;4;7.7;4.5;126.5;83;3;;1;2
